exam_number,question_number,question_text,options,generated_answer,actual_answer
6,74,By a recent amendment the daughter of a coparcener by birth becomes a coparcener in her own right in the same manner as the son - Which Amendment? ВСІ,"A) The Hindu Succession (Amendment) Act, 2004 
 B) The Hindu Succession (Amendment) Act, 2005 
 C) The Hindu Succession (Amendment) Act, 2006 
 D) The Hindu Succession (Amendment) Act, 2012", C,B
6,75,Shamim Ara v State of U.P. relates to,"A) The condition precedent for a Muslim husband for rendering divorce is the pronouncement of divorce which has to be proved on evidence 
 B) Option of puberty 
 C) Guardianship in Marriage 
 D) Dower", A,A
6,76,"The provision under the Industrial Disputes Act, 1947 which guarantees the right of workmen laid-off to claim for compensation","A) S.25-C 
 B) S. 26 
 C) S.25-O 
 D) S.25-A", C,A
6,77,The number of persons required to form trade union,"A) 6 
 B) 7 
 C) 8 
 D) 9", C,B
6,78,The temporary closing of the work place or suspension of the work at work place by the employer is known as,"A) Lay off 
 B) Lock out 
 C) Retrenchment 
 D) None of the above", B,B
6,79,Which of the following acts has a direct relevance for grievance handling practices?,"A) The Industrial Disputes Act 
 B) Factories Act Set-A 
 C) The Industrial Employment (Standing Order) Act 
 D) all the above", C,D
6,80,Section 10A of the Industrial disputes Act refers to,"A) Voluntary reference of disputes to arbitration 
 B) Definition of Workman 
 C) Definition of industry 
 D) Appeals", C,A
6,81,'Wages' under Workmen's Compensation Act,"A) Includes any privilege or benefit which is capable of being estimated in money 
 B) Does not include any privilege or benefit which is capable of being estimated in money 
 C) Includes any privilege or benefit which is not capable of being estimated in money 
 D) None of the above", A,A
6,82,Writ of Certiorari is issued against,"A) Lower courts or quasi-judicial bodies 
 B) Public Officials 
 C) Wrongful confinement 
 D) Usurpation of public office", A,A
6,83,Audi Alteram Partem - means,"A) Bias 
 B) Hear the other side 
 C) No one can be a judge in his own case 
 D) None of the above", B,B
6,84,The Second Administrative Reforms Commission is constituted,"A) 31st August 2004 
 B) 31st August 2006 
 C) 31st Ast 2005 
 D) 31st August 2007", C,C
6,85,The type of damages awarded in the law of torts,"A) Liquidated Damages 
 B) Unliquidated damages 
 C) Penal damages 
 D) Exemplary damages", B,B
6,86,Ashby v White is an example of,"A) Damnum sine injuria 
 B) Uberremifide 
 C) Injuria sine damnum 
 D) Usufruct", C,C
6,87,The Supreme Court of India invoked the principle of absolute liability on an enterprise carrying on business with hazardous and inherently dangerous toxic chemicals in,"A) Ganga Pollution case 
 B) Fletcher case 
 C) Sri Ram Fertilizers case 
 D) Prabhu dayal case", C,C
6,88,Res ipsa loquitor - means,"A) Things speak for themselves 
 B) Tithes imperiled 
 C) Vicarious liability 
 D) Dangerous animals", A,A
6,89,A motor cycle with engine capacity not exceeding 50cc may be driven in a public place by a person,"A) after attaining the age of sixteen years 
 B) after attaining the age of eighteen years 
 C) after attaining the age of fifteen years 
 D) after attaining the age of twenty one years", B,A
6,90,"According to Consumer protection Act, the National Commission shall have jurisdiction over complaints where the value of the goods or services and compensation, if any, claimed exceeds rupees","A) 2 lakhs 
 B) 10 lakshs 
 C) 20 lakhs 
 D) 50 lakhs", C,C
6,91,New states are created under,"A) Art. 3 of the Indian Constitution 
 B) Art. 4 of the Indian Constitution 
 C) Art.5 of the Indian Constitution 
 D) Art. 370 of the Indian Constitution", C,A
6,92,Doctrine of pleasure with reference to civil servants is mentioned under,"A) Art. 311 of the Indian Constitution 
 B) Art. 308 of the Indian Constitution 
 C) Art. 301 of the Indian Constitution 
 D) Art. 310 of the Indian Constitution", A,D
6,93,Right to know flows from one of these Articles of the Constitution,"A) Art. 15 
 B) Art. 19 
 C) Art. 20 
 D) Art.23", B,B
6,94,"Freedom of trade, commerce and intercourse throughout the territory of India - is mentioned under","A) Art. 19(1) (g) 
 B) Art. 300A 
 C) Art. 301 
 D) Art. 299", C) Art. 301,C
6,95,Passive euthanasia under certain circumstance is permissible - held in the case of,"A) Aruna Ramachandra Shanbaug Vs. Union of India 
 B) Gian Kaur Vs State of Punjab 
 C) State of Maharashtra Vs. Maruty Sripaty Dubal 
 D) P. Rathinam Vs Union of India", A,A
6,96,It was held by the Supreme Court that the balance between Fundamental Rights and Directive Principles of State Policy is the bedrock and the basic structure of the constitution in which case?,"A) Keshavanada Bharathi v State of Kerala 
 B) Minerva Mills Vs.UOI 
 C) Indira Nehru Gandhi v Rajnarain 
 D) Kihota Hollohon v. Zachilhu", B,B
6,97,"K. C. Gajapati Narayan Deo v. State of Orissa, is often quoted with reference to","A) Doctrine of Eclipse 
 B) Doctrine of severability 
 C) Doctrine of colorable legislation 
 D) Doctrine of territorial nexus", C,C
6,98,"Raja Ram Pal v. Hon'ble Speaker, Lok Sabha deals with","A) Presidents' election 
 B) Privileges of the legislature 
 C) Pardoning power 
 D) Office of profit", B,B
6,99,"Under Art. 1 of the Constitution, India that is Bharat shall be","A) Federation of states 
 B) Union of states 
 C) Democratic republic 
 D) Quasi federal", C,B
6,100,A Minister ceases to hold office if he does not become a member of the Legislature within six months is mentioned under -,"A) Art. 164 (4) 
 B) Art. 164(1) 
 C) Art. 164(2) 
 D) Art. 164 (3) Set-A", C,A
11,1,Section 154 under IT Act is,"A) For filing return of Income 
 B) For filing return with late fee 
 C) Rectification of mistakes 
 D) Appeal against the order passed by the ITO", C,C
11,2,Which of the following is not included in the Capital Asset under Section 2 (14) of Income Tax Act,"A) Any stock in Trade 
 B) Special Bearer Bonds 1991 issued by Central Government 
 C) (a) and (b) 
 D) None of the above", C,C
11,3,The language which is to be used in the arbitral proceedings is decided by,"A) The Tribunal 
 B) Parties to decide by mutual understanding 
 C) The petitioner 
 D) The Defendant", B,B
11,4,The Arbitral proceeding shall stand terminated,"A) On making of the final award 
 B) By an order of the arbitral tribunal 
 C) When the parties to the dispute agree to terminate proceedings 
 D) All of the above", D,D
11,5,Every Award of a Lok Adalat is deemed to be,"A) Order of district collector 
 B) Order of Income Tax commissioner 
 C) Decree of a civil court 
 D) (a) and (b)", C,C
11,6,"The Arbitration and Conciliation Act 1996, Section 18-27 states","A) The Conducting of Arbitral Proceedings 
 B) Receipt and Written Communications 
 C) Extent of judicial intervention 
 D) Awarding final decision", C,A
11,7,Provision of Section 80 of CPC is binding on,"A) The High Court 
 B) The court of civil judge 
 C) The district judge 
 D) All of the above", D,D
11,8,Temporary Injunction can be granted,"A) Suo moto 
 B) Ex parte 
 C) Hearing both parties 
 D) None of the above", B,B
11,9,Right to Appeal is a,"A) Natural Right 
 B) Inherent right 
 C) Statutory right 
 D) Delegated right", C,C
11,10,The last amendment to the Indian Succession Act was made in,"A) 2000 
 B) 2001 
 C) 2002 
 D) 2004", C,C
11,11,Which is the correct statement :,"A) There can be a will without a codicil 
 B) There can be a codicil without a will 
 C) Every will has a codicil 
 D) A codicil proceeds a will", B,A
11,12,"As per Section 63 of Indian Succession Act, a Will should be attested by","A) By two witnesses 
 B) By two or more witnesses 
 C) Only one witness who is not a relative of testator 
 D) None of the above", B,B
11,13,'Iddat' under Mohammadan law refers to,"A) A gift made on the occasion of marriage 
 B) The right of the husband to divorce his wife 
 C) Attaining of puberty 
 D) None of the above", C) C,D
11,14,Under the Christian Marriage Act the marriage Registrar for any district is appointed by,"A) State government 
 B) The central government 
 C) The Clergyman of the Church 
 D) High Court judges", B,A
11,15,The word 'Ombudsman' is derived from,"A) French administration 
 B) British Administration 
 C) Swedish Administration 
 D) German Administration", C,C
11,16,"Under Section 3 of the Commission of Inquiry Act 1952, an Inquiry Commission is appointed by","A) Central government or State government 
 B) Union Public Service Commission 
 C) State Public commission 
 D) Supreme Court of India", A,A
11,17,Information Technology Act was enacted in,"A) 1988 
 B) 1996 
 C) 2000 
 D) 2004", C,C
11,18,Government of India passed Information Technology Act in 2000 with objective,"A) To provide legal sanction to all transaction for e-commerce 
 B) To facilitate electronic filing of all documents to the government 
 C) To amend Indian Penal Code, Indian Evidence Act, to punish the cyber crimes 
 D) All of the above", C,D
11,19,Right to Personal liberty includes,"A) Right against custodial violence 
 B) Right of under trials to separate them from convicted 
 C) Right against Public hanging 
 D) All of the above", D,D
11,20,The Supreme Commander of the Defence Force of India is,"A) President 
 B) Prime Minister 
 C) The Defence Minister 
 D) Chief Marshal", C,A
11,21,Retirement age of Supreme Court Judges is,"A) 62 years 
 B) 60 years 
 C) 58 years 
 D) 65 years", D,D
11,22,Criminal Procedure Code is a subject of,"A) Concurrent list 
 B) State list 
 C) Union list 
 D) None of the above", C,A
11,23,Bailable and Non-Bailable offence has been defined in,"A) Section 2 (a) of Cr.PC 
 B) Section 2 (b) of Cr. Pc 
 C) Section 2 (c) of Cr. Pc 
 D) Section 20 of IPC", C,A
11,24,"Under Section 21 of Cr.PC, Special Executive Magistrate may be appointed by","A) Central Government 
 B) High court 
 C) Supreme Court 
 D) State Government", D,D
